Date,PNL,STD_A,STD_B,STD_C,STD_D,STD_E,STD_F,STD_G,STD_Sum,STD_Total,STD_Diff,Open_Vol,Perc_Change_Vol,Perc_Change_Price,Volume,Open_Int,Range,High_Diff,High_Vol,High_PC_Price,High_PC_Vol
2022-12-30,154161.0,58779.4674944302,95364.37495215218,9347.056350734738,10315.85964665854,24509.47460370587,18889.22141172181,246405.34827754888,463610.8027369522,271203.7917268366,192407.01101011562,42.83,3.15,2.51,460409.0,1440291.0,2.8400000000000034,1,0,1,1
2022-12-29,-116445.0,62985.13245648846,19773.65452908625,15073.23665748931,3091.737382344468,23320.31877228406,8198.336704004045,248718.0820236065,381160.4985253031,255891.15507699028,125269.34344831281,44.04,3.07,0.75,396959.0,1430173.0,1.8700000000000045,1,0,0,1
2022-12-28,103981.0,68587.61458819141,16127.192095464963,6054.703876289835,1907.7169926291283,24361.32366007809,2570.314197428002,252445.33480825613,372054.2002183376,281301.1481053782,90753.05211295938,42.58,1.03,0.61,421323.0,1415605.0,2.3700000000000045,0,0,0,0
2022-12-27,137204.0,55598.48686933309,19698.671164320123,7542.940524355245,1264.5225861608994,15443.371310314573,9081.817732543128,256397.23672193172,365027.0469089588,262954.77503384737,102072.27187511144,44.7,5.56,0.27,459899.0,1413545.0,1.7199999999999989,0,0,0,1
2022-12-23,-759112.0,45791.91535371319,19207.597341437813,5965.148535712207,1814.9679135163317,22809.67188639707,23555.960203065348,252156.35411634436,371301.6153501863,271550.4987551541,99751.11659503222,43.87,1.41,3.21,501325.0,1404638.0,2.309999999999988,0,0,1,0
2022-12-22,99355.0,43569.36743584176,18157.83552663106,3924.612168757782,559.1202965564331,21940.88856031578,17011.316246366343,240113.90877926143,345277.0490137306,246348.88520161825,98928.16381211235,42.39,1.51,1.06,463326.0,1394843.0,2.5400000000000063,0,0,0,0
2022-12-21,-43359.0,70757.1049542876,18926.86418377872,5279.890277514703,5923.601128391911,24893.20872083827,2244.762040099011,261687.32345889552,389712.7547638057,270633.46995945385,119079.28480435186,43.15,1.46,2.27,559030.0,1399039.0,2.4099999999999966,1,0,1,0
2022-12-20,-61586.0,53062.06802350848,651487.6063300471,5926.912278582789,57.86829952058271,17903.170484946673,20049.59622825646,254715.518189807,1003202.7398346692,701439.3692453605,301763.3705893087,43.83,1.6,0.96,551304.0,1394021.0,2.1899999999999977,1,0,0,0
2022-12-19,44793.0,52857.26176554445,16451.642823468315,6540.836922361894,1716.8853173232465,17944.884721745027,2926.557114059566,278347.3869195963,376785.4555840988,279231.1281351271,97554.32744897174,44.86,0.43,1.01,575639.0,1397289.0,2.0700000000000074,0,0,0,0
2022-12-16,-256266.0,73849.50301153123,20237.402575030585,12188.599824127909,781.2332429423511,22819.382187674568,15447.037749880852,299801.2340831402,445124.3926743277,282843.9795246432,162280.4131496845,44.72,3.23,1.77,689612.0,1409494.0,2.6799999999999926,1,0,1,1
2022-12-15,-263655.0,85286.89630521118,24563.95860411615,6285.247405500055,442.0433176841114,22200.94248998926,2840.5280469329105,308053.622628887,449673.23879832064,320223.53083799017,129449.70796033047,44.8,4.5,1.86,713388.0,1413200.0,2.0,1,0,1,1
2022-12-14,38885.0,88698.28610392576,20075.77819546296,8425.33388837821,605.9487499010426,24013.15517119886,16265.288687389751,315626.5845167386,473710.3753129952,327975.2122036312,145735.16310936405,43.02,3.57,1.81,789613.0,1429706.0,2.219999999999999,1,0,1,1
2022-12-13,-246091.0,84705.97073916251,27574.633584627914,5884.288329323945,686.3639128437195,21022.23330390853,8327.499440178026,350444.8226308623,498645.8119409069,368254.9066962532,130390.9052446537,44.85,3.6,2.48,888046.0,1450482.0,2.3600000000000136,1,0,1,1
2022-12-12,86246.0,74685.13389971205,18839.03850077643,5117.17264933656,1552.613802072266,22300.909427286828,19223.673122063825,381154.5409736128,522873.0823748608,396583.32970019215,126289.75267466868,45.66,4.13,2.53,835779.0,1462221.0,3.010000000000005,1,0,1,1
2022-12-09,-48621.0,90801.62209876324,24197.279740080052,9276.894255814172,1351.0869466369363,18821.6863066644,3547.8244427009718,380242.1480034558,528238.5417941156,390742.1437201652,137496.39807395037,47.13,0.51,0.26,954585.0,1458924.0,2.059999999999988,1,0,0,0
2022-12-08,403838.0,98939.22872425348,21136.37586288733,7839.28244666362,5395.439120524904,22104.59851683601,4880.545068165958,354678.23906028434,514973.7087996156,353660.916372435,161312.79242718063,46.46,1.54,1.08,1352272.0,1448121.0,2.9199999999999875,1,0,0,0
2022-12-07,420853.0,75789.81182338536,21919.16500469567,8005.3463700463235,939.2343441577384,23868.54509457289,11212.482710353235,340623.4801504983,482358.0654977095,347611.7553016385,134746.310196071,45.91,3.34,2.55,979100.0,1447227.0,3.019999999999996,1,0,1,1
2022-12-06,598374.0,79148.0424399455,24297.47883273081,5724.057351038288,3199.1298217624194,20031.00412556124,6100.416320078089,358670.10594671674,497170.234837833,348683.0728344547,148487.16200337827,45.85,2.09,3.2,935416.0,1436728.0,4.070000000000007,1,0,1,0
2022-12-05,125508.0,72896.96412029187,25132.08491973241,4279.435792701919,1599.4537687539885,21599.460552146364,8153.809166603578,345795.5168343519,479456.725154582,358249.01228444104,121207.71287014097,47.34,0.76,3.0,854011.0,1437479.0,4.990000000000009,1,0,1,0
2022-12-02,-4926.0,97190.88773059347,26773.041598487,8601.0247770882,1128.4754383468044,23697.95197821594,16567.547751511684,360010.77756701055,533969.7068412537,403034.4294488911,130935.2773923626,46.0,0.33,0.73,662915.0,1410821.0,1.8400000000000034,1,0,0,0
2022-12-01,-30566.0,121418.37161519402,24799.82704212841,4692.868508724031,1314.4827554688457,19895.51389309357,6242.134977361699,351789.98287513945,530153.1816671101,414233.0490623716,115920.13260473846,50.03,1.17,0.0,742271.0,1414811.0,2.3900000000000006,1,1,,0
2022-11-30,173656.0,117096.76389086082,93117.65227019864,4566.006890219858,2713.528162720827,20102.649869257348,9643.386974382256,393959.7914806346,641199.7795382743,450212.5666711865,190987.2128670878,49.87,3.67,3.21,644016.0,1420782.0,2.589999999999989,1,1,1,1
2022-11-29,243303.0,83311.34029255409,37873.369945161015,5704.375917476524,1250.53197127243,21128.49134590873,29284.459633454317,376300.7981555277,554853.3672613548,399695.6584356889,155157.70882566593,49.81,5.19,1.29,811327.0,1412121.0,3.0799999999999983,1,1,0,1
2022-11-28,-25315.0,91110.05249753244,23796.450714384508,4322.500657980309,4092.925215765134,20907.284746903093,10620.449533144403,329110.9149881273,483960.5783538372,354807.38927202905,129153.18908180814,53.39,0.74,0.8,932664.0,1407065.0,3.450000000000003,1,1,0,0
2022-11-25,441237.0,104889.43273996993,21351.7398724289,5280.034376785268,2901.3978066857458,10971.89711096948,14861.740778256291,325636.7778278368,485893.0205129324,358664.8259254183,127228.1945875141,51.87,2.72,1.74,500845.0,1413346.0,3.0400000000000063,1,1,1,1
2022-11-23,382745.0,112130.0531743601,22823.67830421496,5153.1630182344325,884.3045106649901,19832.49818770505,3549.472811000136,312442.3503169993,476815.52032317896,369577.4321447091,107238.08817846986,47.89,11.36,2.09,813230.0,1413041.0,3.490000000000009,1,0,1,1
2022-11-22,-200953.0,85958.63581681107,23251.823319464223,4427.062630465717,604.810354756472,22904.08965413708,3585.6740810427173,315265.1285853572,455997.2244420345,349092.6785189844,106904.54592305009,46.78,1.72,0.69,570659.0,1403260.0,1.7399999999999949,1,0,0,0
2022-11-21,211959.0,60785.068497455904,46048.21174321722,5106.8566308166455,944.8737383146178,21183.55194791698,18046.10530165456,322861.5842863226,474976.2521456985,342983.1407982373,131993.11134746124,47.56,2.57,0.77,1066369.0,1415064.0,4.25,1,0,0,0
2022-11-18,93896.0,65762.33621777447,21662.90014614228,16545.147325129416,1486.6018244836498,21111.933456397543,2033.5357009433387,288722.0392063931,417324.4938772638,327977.0709727802,89347.42290448362,46.44,1.3,1.06,1167883.0,1439585.0,3.260000000000005,0,0,0,0
2022-11-17,56624.0,77010.747673665,19630.846816601155,8952.471590473662,2200.5337647195734,24376.714327060305,9923.21387151611,278641.8462569308,420736.3743009665,318712.519347222,102023.8549537445,45.77,0.49,2.87,1034811.0,1451894.0,2.6799999999999926,0,0,1,0
2022-11-16,41297.0,78093.2272609792,18801.194494148065,8325.1656055088,630.5778620903291,24600.25403248934,4586.598267186809,264975.8019672108,400012.8194896133,291329.6307556637,108683.18873394962,46.87,3.42,1.53,694275.0,1437134.0,2.5999999999999943,1,0,1,1
2022-11-15,28146.0,67550.40189073732,20321.39279542255,11109.603116114287,1067.381573483674,22966.936301344667,4887.205757638667,256058.69724354625,383961.61867828737,282902.537708679,101059.08096960839,47.52,5.18,1.8,940328.0,1469437.0,3.759999999999991,0,0,1,1
2022-11-14,-7382.0,66167.6631741691,22920.67803861366,6979.081808034343,2099.653601439593,24988.89077461677,11008.191438114904,242675.1853083574,376839.3441433458,244343.72422109148,132495.6199222543,45.43,5.61,2.57,826468.0,1485833.0,3.3799999999999955,1,0,1,1
2022-11-11,-91883.0,57317.08022611475,19763.596809197006,6876.306319495439,733.1476062149103,24564.12868779141,16046.800710890771,248028.32780810032,373329.38816780463,257035.11299392144,116294.27517388319,44.47,3.27,2.75,696142.0,1468011.0,3.180000000000007,1,0,1,1
2022-11-10,6755.0,35365.651984698816,21478.88300502825,6274.621108658987,182.02891339681904,20845.352438354726,4805.496141440393,230932.8006258034,319884.8342173814,226337.72247603763,93547.11174134375,46.46,4.19,0.72,748085.0,1453200.0,2.1099999999999994,0,0,0,1
2022-11-09,287154.0,43176.896735495335,20656.94745126544,6791.583136308049,572.237111426223,23079.250975495772,5639.058957771619,223819.63703136225,323735.61139912467,211396.2146662511,112339.39673287357,45.91,0.75,3.24,939237.0,1451641.0,3.1099999999999994,1,0,1,0
2022-11-08,216672.0,46025.83851917717,20181.49890183201,8089.056434842126,1598.7009811913215,20207.30618312013,11517.34863942878,239193.00382638696,346812.75348597846,259810.4347088334,87002.31877714506,45.76,0.16,2.52,795325.0,1446658.0,2.740000000000009,0,0,1,0
2022-11-07,-26444.0,28827.721691716444,18907.12338582867,8083.869066244104,1028.654332836273,20935.017424568818,4749.330486115942,244330.1976020586,326861.9139893688,252800.6437937769,74061.27019559193,45.88,5.03,0.26,717952.0,1454170.0,2.7700000000000102,0,0,0,1
2022-11-04,41884.0,44657.99236497715,27579.68253625168,10925.866419222397,1688.5018524954858,24663.79550615333,9912.051401192835,221160.947550442,340588.83763073484,251978.1926412032,88610.64498953163,46.77,2.22,4.2,823655.0,1469138.0,4.099999999999994,0,0,1,0
2022-11-03,-25689.0,52978.98376572101,23020.41424345161,5509.763404605353,681.5151200572041,23359.552924629552,12201.627862484722,208421.58889364355,326173.446214593,227181.5113765871,98991.93483800592,47.83,2.68,1.37,513158.0,1453870.0,1.6200000000000045,0,0,0,0
2022-11-02,202274.0,49711.00014298672,22775.88144032684,7395.681389171437,3089.8619265945063,23453.821605631365,12115.669171416388,222668.05369696175,341209.969373089,242689.39782071311,98520.57155237591,47.1,1.51,2.16,593384.0,1459758.0,2.3800000000000097,0,0,1,0
2022-11-01,96902.0,49499.05610349304,24308.142198164143,5820.843281158078,869.0354273083069,22937.80890043759,4031.785845647591,221898.799546244,329365.4713024528,237627.62759484115,91737.84370761164,47.79,0.78,1.79,558152.0,1459052.0,2.700000000000003,0,0,1,0
2022-10-31,-11724.0,50823.40066587408,114689.01775613024,7178.841060299179,1008.818149182962,20948.360739243933,12901.033460243883,223814.14146080767,431363.613291782,259489.4581417748,171874.15515000717,49.62,0.84,0.82,523819.0,1454097.0,2.3799999999999955,1,1,0,0
2022-10-28,-479094.0,53380.95050423815,30044.52640698473,8578.553123499509,1200.492912466294,23269.430275942286,2444.1780008730566,241714.6475047298,360632.7787287338,267663.8807441675,92968.89798456634,48.92,2.47,1.44,504681.0,1453285.0,1.519999999999996,0,1,1,0
2022-10-27,2204.0,49472.1221265026,24792.393233015973,9757.308647828291,1219.5902682819135,19578.6519172752,3560.876599395981,242193.0245448337,350573.9673371337,268958.706043575,81615.2612935587,48.05,0.91,0.99,619937.0,1451367.0,1.7099999999999937,0,0,0,0
2022-10-26,-60826.0,56276.65806822112,26304.41698431616,26068.01362661006,1404.9419678708225,21373.940114753623,5273.850485613172,206747.0358941657,343448.85714155063,251341.94953959747,92106.90760195316,47.08,2.71,2.03,556852.0,1442243.0,3.0,0,0,1,1
2022-10-25,-274463.0,67540.56915033373,24516.174691926877,32526.61521203345,850.2990524239544,23327.25663044254,3437.616623486849,211862.4703739384,364061.00173458585,253247.47115339787,110813.53058118798,47.16,1.0,1.15,483573.0,1436942.0,2.3999999999999915,1,0,0,0
2022-10-24,-196229.0,58448.33561359701,24252.45482287816,23782.890374941995,167.43856580779018,17743.008900134304,2751.698132156194,193981.23248709887,321127.0588966143,223425.4601727533,97701.59872386101,47.65,1.25,0.0,454678.0,1434285.0,2.8900000000000006,0,0,,0
2022-10-21,-264006.0,62736.26319171355,27654.1969101364,35564.849154227144,1503.0241642804103,24270.68788758872,14242.6088412865,186563.311618074,352534.9417673068,218711.27699300885,133823.66477429797,50.45,1.65,0.67,559397.0,1430747.0,1.9099999999999966,1,1,0,0
2022-10-20,19660.0,64495.11096763529,24591.013713334756,27582.92287819776,2573.8405073503523,23818.626681894053,4011.049666586079,193056.4045131505,340128.9689281488,220688.57243438848,119440.39649376032,50.43,0.42,0.79,721233.0,1434555.0,2.1599999999999966,1,1,0,0
2022-10-19,60645.0,82441.8247168527,19967.288059813345,27674.35477655544,3202.392519188404,21605.947446787057,2804.989852314908,196110.4242706344,353807.22164214624,233963.12556169732,119844.09608044892,52.25,2.73,1.77,881093.0,1435957.0,2.3200000000000074,1,1,1,1
2022-10-18,-516901.0,90458.61100275928,20788.3212592926,19238.45528378115,547.3533180767022,21324.210071746144,7484.661064765518,167395.42823792892,327237.0402383503,210913.8773200666,116323.16291828369,53.62,2.29,1.39,850841.0,1454431.0,2.930000000000007,1,1,0,0
2022-10-17,-325880.0,97228.83171554156,25007.53232405832,21967.922282574524,1589.8205021854744,18606.63472044905,2328.7734471128424,160532.72202812403,327262.2370200458,215699.7020011009,111562.53501894491,56.51,0.06,0.2,534659.0,1454545.0,1.8799999999999955,1,1,0,0
2022-10-14,108121.0,100744.82068638798,21778.02500681001,24407.463087229982,598.5148089447273,24145.96239969641,14889.290599678425,124255.41027896135,310819.48686770885,197932.7409935073,112886.74587420156,53.83,0.44,3.03,658783.0,1465253.0,3.1899999999999977,1,1,1,0
2022-10-13,-45833.0,88267.79079563494,18478.0500480804,29761.43375089456,612.0872605732662,17076.329935952384,1980.4288142098665,120230.44007473718,276406.56068008253,175358.86007540478,101047.70060467775,59.41,1.94,2.19,742902.0,1470403.0,3.260000000000005,0,1,1,0
2022-10-12,-218490.0,94946.95772979516,19917.87018348432,28934.021243414725,814.4251143687674,20429.46659555469,3892.366518526778,112734.3538027561,281669.4611879005,186981.3308343161,94688.13035358442,53.67,0.77,1.73,900837.0,1480446.0,2.730000000000004,0,1,1,0
2022-10-11,56495.0,103732.798466369,34776.59123278751,35165.30669039451,425.7535769866839,14374.27479836364,14029.313782484982,104789.5175764222,307293.5561238085,170421.9580590713,136871.5980647372,54.56,0.97,2.22,789939.0,1499498.0,3.219999999999999,1,1,1,0
2022-10-10,-251281.0,102175.82635633006,20153.492763775743,26894.682420318448,454.4210333679592,17451.329584247454,10012.056107302442,97768.45897491762,274910.2672402597,156464.28109656647,118445.98614369321,50.79,4.14,1.65,648450.0,1496660.0,2.8700000000000045,1,1,1,1
2022-10-07,-265049.0,117055.01774164784,24002.18350070753,28587.538154338257,306.5097747029667,14369.429770453662,3132.749391790589,96995.06670286972,284448.4950365106,169146.10073727046,115302.39429924011,54.42,0.47,2.82,1033901.0,1511340.0,3.6099999999999994,1,1,1,0
2022-10-06,18484.0,115926.65110897152,19548.04182043892,38677.14924784096,275.24944357669307,8144.476885476105,2681.25598998237,95536.86572815424,280789.6902244408,158761.8012664979,122027.88895794292,56.38,1.49,1.37,548360.0,1514066.0,2.2299999999999898,1,1,0,0
2022-10-05,-131919.0,125330.796057785,24037.39422628312,29976.90231500081,523.51359520898,16027.729750191767,5780.620542187524,86310.94017627547,287987.8966629327,162898.3401442478,125089.5565186849,58.51,8.92,2.42,813525.0,1506201.0,2.9000000000000057,1,1,1,1
2022-10-04,-259163.0,120420.49966392628,21511.6958160374,27048.5615083424,1062.7596379596675,13984.730350835423,9676.643543208962,82261.46833723427,275966.3588575444,157296.56500312968,118669.79385441469,58.5,5.81,3.36,768329.0,1495538.0,2.990000000000009,1,1,1,1
2022-10-03,-224475.0,116608.16328858164,20695.84922281743,31343.89603712669,1049.4847114774557,15466.823953588611,14649.095031986835,89442.03679863685,289255.34904421546,161303.71534900417,127951.63369521129,60.48,0.99,3.66,723564.0,1494932.0,2.509999999999991,1,1,1,0
2022-09-30,-21745.0,108685.38875543053,21294.21462823048,34322.536810069745,1091.1225511608486,10079.534311112116,12478.508719704729,97598.68733621755,285549.993111926,151793.1139425814,133756.8791693446,56.34,2.35,2.05,575808.0,1496804.0,2.780000000000001,1,1,1,0
2022-09-29,-125631.0,113355.5843154906,18842.51920592108,36422.302494098105,609.3768199225865,24867.706939588872,3759.186833146136,91186.34055998945,289043.01716815686,156335.0636953931,132707.95347276377,55.52,1.11,1.13,652880.0,1489732.0,1.9100000000000108,1,1,0,0
2022-09-28,117954.0,109264.62331078228,21255.308383697506,41889.02632998891,214.814386556452,13027.75878362154,5292.580692401297,100980.26067226156,291924.3725593096,150957.74457874356,140966.62798056603,56.42,1.56,3.7,837171.0,1495984.0,4.450000000000003,1,1,1,0
2022-09-27,-255849.0,88916.51582600575,22068.367911855083,31961.69946934617,475.8840301765771,11205.044486885488,15821.70626289864,101561.43040153556,272010.64838870324,155029.34291044067,116981.30547826257,56.47,1.39,1.25,687088.0,1504991.0,2.530000000000001,1,1,0,0
2022-09-26,-28734.0,84838.6863804148,27401.18488303408,30063.39979242388,1068.769515675889,15198.611269412278,5436.50711935209,93567.6186279621,257574.77758827512,156930.92403075958,100643.85355751554,53.37,11.53,2.83,574808.0,1515829.0,3.6999999999999886,0,1,1,1
2022-09-23,348271.0,89445.25383812435,18255.54521494535,38689.30250222978,264.1563684613791,5175.866167822196,2893.9179989593995,87514.53268166515,242238.5747722076,138990.71429597653,103247.86047623106,49.86,7.9,5.21,760895.0,1519566.0,4.8500000000000085,1,1,1,1
2022-09-22,-89568.0,88868.65369436338,21810.981586044087,35248.39523263965,959.361961923526,24871.784672146063,3563.9350713472563,87639.6332351534,262962.7454536174,140823.41390584325,122139.33154777417,48.73,3.19,0.88,676203.0,1493722.0,3.0799999999999983,1,1,0,1
2022-09-21,-27821.0,93315.87489584874,20266.7035288463,32634.175557084694,1009.1388590753896,12318.02008659168,3219.5920355932026,85151.44634450655,247914.95130754652,139276.80856609996,108638.14274144656,49.2,0.87,0.81,724154.0,1487434.0,3.200000000000003,1,1,0,0
2022-09-20,-187526.0,97830.7082610102,133351.13528605897,29012.426101232377,980.9305777164924,9441.745751430784,10371.11940956794,88857.38256235774,369845.44794937456,185395.70862431545,184449.7393250591,46.89,3.17,1.68,614452.0,1478966.0,2.3900000000000006,1,0,1,1
2022-09-19,77912.0,55139.649236355785,26263.50554443875,22365.417282428338,1775.2983622347244,8383.463606777404,6807.359755373691,96494.3002374312,217228.9940250399,127050.88621936814,90178.10780567175,48.22,1.45,0.48,583196.0,1478949.0,3.3599999999999994,0,0,0,0
2022-09-16,2510.0,57332.80986401534,50514.313015303305,16598.72169806516,236.03417697024707,15317.019727489413,5739.641341390712,106436.25279212724,252174.7926153614,135864.2515034085,116310.54111195289,45.71,1.74,0.06,602067.0,1487881.0,1.4699999999999989,1,0,0,0
2022-09-15,306105.0,79763.29691746824,34993.22552658609,6874.2613915400525,653.2423523432052,22107.831879256457,13452.22071299243,113306.16404101605,271150.2428212025,163464.467490765,107685.7753304375,48.77,2.21,4.27,725747.0,1488169.0,4.160000000000011,1,1,1,0
2022-09-14,256792.0,74579.31368460393,31054.961602649702,5435.952988385312,1083.7966142424114,19051.603397410472,22836.850503819576,117489.54137684066,271532.02016795205,166159.89141821006,105372.128749742,43.22,1.81,0.46,932408.0,1496829.0,2.4599999999999937,1,0,0,0
2022-09-13,-91715.0,59047.37816617049,29539.041020654116,2947.6263167415545,2468.256651527876,23601.14639341482,6633.463227636216,115271.11536087978,239508.02713702485,148794.44721882112,90713.57991820373,43.72,1.49,0.86,907195.0,1498059.0,3.469999999999999,0,0,0,0
2022-09-12,-139260.0,81635.70765343311,28817.943516692063,5619.369855079473,2052.2377832176007,12005.027066494014,5124.640859369471,115624.57502341268,250879.5017576984,160742.1728755781,90137.32888212029,41.7,9.6,1.5,691207.0,1494035.0,3.049999999999997,0,0,1,1
2022-09-09,291177.0,85217.51633305264,28005.72359532411,3146.845202651281,859.254678661257,19987.65815750381,5120.59190322048,94834.827462935,237172.41733334857,155773.8023597554,81398.61497359315,51.38,4.78,3.82,744259.0,1492240.0,3.6799999999999926,0,1,1,1
2022-09-08,-126096.0,76727.2760584608,29861.917536381134,4715.890974237951,841.809654396391,15442.4744905472,18589.635423258384,87848.62960581304,234027.6337430949,144371.126280899,89656.50746219588,52.2,3.81,0.86,802591.0,1505148.0,2.0400000000000063,0,1,0,1
2022-09-07,78921.0,93728.12177890244,31412.692224292765,4594.981127525589,2335.895658406285,14978.141825877365,8842.487453167743,87650.05211638115,243542.37218455336,162419.66139402607,81122.71079052729,51.92,6.64,4.9,911243.0,1511051.0,4.820000000000007,0,1,1,1
2022-09-06,-212943.0,76518.70186074467,31412.854137511844,5140.079696250432,1353.2055970824752,11154.82401594598,3455.772131425235,98640.55780794432,227675.99524690496,150445.0021966004,77230.99305030456,55.69,7.24,0.49,892746.0,1480320.0,2.6700000000000017,0,1,0,1
2022-09-02,-98883.0,83811.60643083701,39285.03468573226,3607.530517932497,1151.590846858861,14857.841411356569,8259.907784346411,98223.84139568223,249197.35307274584,144788.26780547082,104409.08526727502,54.55,0.0,0.2,672738.0,1468947.0,2.219999999999999,1,1,0,
